company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score
IRCTC,2021.0,24.07,24.2,40.4,0.05,39.0,0.25,,,2.0,44.0,43.0,79.0,,-10.68,-0.21,-36.25,55.79
IRCTC,2022.0,35.13,46.51,40.4,0.06,86.0,0.48,,,8.0,44.0,42.0,105.0,,4.33,23.58,-6.17,65.64
IRCTC,2023.0,28.41,36.04,40.4,0.03,89.0,0.7,,,13.0,44.0,44.0,84.0,,19.29,35.41,3.4,83.68
IRCTC,2024.0,26.02,34.33,40.4,0.02,82.74,0.7,,,14.0,44.0,47.0,60.0,,17.96,29.17,28.47,82.22
IRFC,2013.0,9.41,99.6,13.7,9.19,1.36,0.08,,,222.0,39.0,21.0,58753.0,,,,,22.7
IRFC,2014.0,11.31,99.69,13.7,9.25,1.34,0.07,,,209.0,39.0,6.0,69917.0,,,,,24.0
IRFC,2015.0,10.92,99.51,13.7,8.21,1.38,0.08,,,212.0,39.0,20.0,71270.0,,,,,24.27
IRFC,2016.0,11.31,99.48,13.7,7.59,1.35,0.07,,,188.0,39.0,40.0,87503.0,,,,,24.0
IRFC,2017.0,10.32,99.71,13.7,8.86,1.31,0.07,,,143.0,39.0,40.0,106395.0,,,,,23.04
IRFC,2018.0,22.18,99.59,13.7,9.62,1.39,0.06,,,3.0,39.0,18.0,134006.0,,10.8,31.53,-57.72,45.12
IRFC,2019.0,20.25,99.56,13.7,6.95,1.35,0.05,,,2.0,39.0,18.0,173933.0,,12.43,26.32,-60.54,46.03
IRFC,2020.0,23.78,99.51,13.7,7.74,1.31,0.05,,,3.0,39.0,0.0,234377.0,,14.1,33.31,-57.33,49.76
IRFC,2021.0,28.0,99.28,13.7,9.0,1.39,0.04,,,3.0,39.0,31.0,323145.0,,16.01,39.07,-56.29,52.8
IRFC,2022.0,30.0,99.4,13.7,9.47,1.43,0.05,,,5.0,39.0,30.0,388440.0,,17.54,45.5,-48.86,54.7
IRFC,2023.0,26.0,99.44,13.7,9.38,1.35,0.05,,,5.0,39.0,32.0,418935.0,,20.68,24.58,10.76,55.62
IRFC,2024.0,24.06,99.5,13.7,8.38,1.32,0.05,,,5.0,39.0,31.0,412039.0,,19.07,23.25,20.11,54.08
ITC,2013.0,24.37,35.49,29.47,0.0,111.79,0.89,,,6.0,60.0,55.0,102.0,,,,,61.76
ITC,2014.0,25.49,37.05,29.47,0.01,484.34,0.86,,,7.0,60.0,54.0,242.0,,,,,61.64
ITC,2015.0,25.19,36.72,29.47,0.01,170.12,0.84,,,8.0,60.0,52.0,269.0,,,,,61.41
ITC,2016.0,24.24,37.08,29.47,0.0,205.31,0.76,,,8.0,60.0,73.0,84.0,,,,,60.06
ITC,2017.0,24.5,36.17,29.47,0.0,351.61,0.77,,,8.0,60.0,56.0,46.0,,,,,60.35
ITC,2018.0,26.45,38.02,29.47,0.0,163.14,0.68,,,9.0,60.0,56.0,36.0,,6.56,8.33,8.45,66.74
ITC,2019.0,26.55,38.35,29.47,0.0,290.38,0.67,,,10.0,60.0,56.0,13.0,,6.49,7.36,7.39,66.45
ITC,2020.0,31.57,39.17,29.47,0.0,268.65,0.64,,,12.0,60.0,82.0,277.0,,4.93,9.78,8.45,65.53
ITC,2021.0,27.17,34.64,29.47,0.0,338.66,0.67,,,11.0,60.0,101.0,271.0,,4.68,7.09,6.58,64.78
ITC,2022.0,25.56,34.01,29.47,0.0,375.55,0.79,,,12.0,60.0,93.0,249.0,,7.23,8.15,8.45,68.83
ITC,2023.0,27.46,36.24,29.47,0.0,356.44,0.83,,,15.0,60.0,100.0,306.0,,10.3,11.13,10.76,73.99
ITC,2024.0,29.28,37.02,29.47,0.0,362.96,0.77,,,16.0,60.0,84.0,303.0,,7.95,10.08,9.86,70.27
JINDALSTEL,2013.0,14.9,30.83,14.1,1.16,6.03,0.35,,,31.0,464.0,5.0,24618.0,,,,,35.54
JINDALSTEL,2014.0,9.83,30.07,14.1,1.61,3.4,0.28,,,21.0,464.0,7.0,36368.0,,,,,28.68
JINDALSTEL,2015.0,-7.48,28.16,14.1,2.16,1.41,0.26,,,-14.0,464.0,0.0,45501.0,,,,,17.81
JINDALSTEL,2016.0,-15.86,17.65,14.1,1.44,1.03,0.21,,,-32.0,464.0,0.0,46797.0,,,,,16.82
JINDALSTEL,2017.0,-11.75,21.8,14.1,1.53,1.26,0.24,,,-25.0,464.0,0.0,45850.0,,,,,17.36
JINDALSTEL,2018.0,-4.85,19.43,14.1,1.41,1.52,0.37,,,-15.0,464.0,0.0,42962.0,,10.94,,,33.03
JINDALSTEL,2019.0,-5.14,17.91,14.1,1.23,1.63,0.53,,,-17.0,464.0,0.0,39559.0,,19.48,,,42.84
JINDALSTEL,2020.0,-1.05,18.01,14.1,1.15,1.83,0.42,,,-1.0,464.0,0.0,36824.0,,14.34,,,38.37
JINDALSTEL,2021.0,12.34,31.62,14.1,0.94,4.08,0.44,,,36.0,464.0,0.0,29910.0,,12.17,,,48.07
JINDALSTEL,2022.0,13.22,30.32,14.1,0.38,7.24,0.67,,,56.0,464.0,5.0,13502.0,,18.82,,,57.62
JINDALSTEL,2023.0,7.47,18.68,14.1,0.34,6.5,0.77,,,31.0,464.0,6.0,13046.0,,9.84,,,42.83
JINDALSTEL,2024.0,11.8,20.26,14.1,0.37,8.0,0.64,,,58.0,464.0,3.0,16472.0,,1.4,,,36.88
JIOFIN,2023.0,68.89,86.67,1.82,0.01,,0.0,,,,216.0,0.0,743.0,,,,,25.4
JIOFIN,2024.0,86.52,84.04,1.82,0.0,198.8,0.01,,,3.0,216.0,0.0,0.0,,,,,25.5
JSWENERGY,2013.0,10.16,31.58,8.4,1.67,2.92,0.44,,,6.0,160.0,36.0,10377.0,,,,,23.27
JSWENERGY,2014.0,8.79,37.64,8.4,1.54,2.55,0.45,,,5.0,160.0,43.0,10106.0,,,,,21.97
JSWENERGY,2015.0,14.53,38.77,8.4,1.24,3.36,0.48,,,8.0,160.0,24.0,9294.0,,,,,28.25
JSWENERGY,2016.0,14.86,41.01,8.4,1.53,2.92,0.34,,,9.0,160.0,22.0,14862.0,,,,,27.44
JSWENERGY,2017.0,7.54,40.23,8.4,1.38,2.1,0.29,,,4.0,160.0,13.0,14349.0,,,,,18.29
JSWENERGY,2018.0,1.06,33.71,8.4,1.07,1.9,0.3,,,0.0,160.0,0.0,11883.0,,-1.92,-37.64,,13.23
JSWENERGY,2019.0,7.49,31.24,8.4,0.89,2.73,0.35,,,4.0,160.0,24.0,10555.0,,1.11,-2.09,-4.36,21.79
JSWENERGY,2020.0,13.07,35.74,8.4,0.84,3.17,0.33,,,7.0,160.0,15.0,9840.0,,-2.41,-4.46,-2.64,26.44
JSWENERGY,2021.0,11.89,42.08,8.4,0.58,3.53,0.26,,,5.0,160.0,41.0,8371.0,,-6.76,-10.83,-11.09,22.93
JSWENERGY,2022.0,21.34,43.74,8.4,0.51,5.34,0.27,,,11.0,160.0,19.0,8943.0,,-0.23,22.85,22.42,32.36
JSWENERGY,2023.0,14.32,31.77,8.4,1.34,4.69,0.21,,,9.0,160.0,22.0,25051.0,,5.12,77.08,,30.33
JSWENERGY,2024.0,15.02,46.86,8.4,1.52,2.85,0.2,,,10.0,160.0,19.0,31573.0,,4.68,20.32,20.11,30.58
JSWSTEEL,2013.0,2.43,17.04,11.66,1.27,3.15,0.66,,,4.0,326.0,30.0,21625.0,,,,,20.66
JSWSTEEL,2014.0,0.78,17.9,11.66,1.68,2.47,0.66,,,2.0,326.0,74.0,35527.0,,,,,19.41
JSWSTEEL,2015.0,3.25,17.68,11.66,1.74,2.71,0.62,,,7.0,326.0,19.0,38754.0,,,,,20.98
JSWSTEEL,2016.0,-1.16,15.46,11.66,2.23,1.24,0.51,,,-1.0,326.0,-67.0,42204.0,,,,,17.65
JSWSTEEL,2017.0,6.24,22.14,11.66,1.91,3.27,0.63,,,15.0,326.0,19.0,43334.0,,,,,24.27
JSWSTEEL,2018.0,8.5,20.74,11.66,1.41,3.98,0.78,,,26.0,326.0,16.0,39393.0,,13.49,45.76,45.41,45.82
JSWSTEEL,2019.0,8.88,22.33,11.66,1.36,4.88,0.74,,,32.0,326.0,16.0,47396.0,,10.6,79.66,74.11,41.9
JSWSTEEL,2020.0,5.34,16.11,11.66,1.68,2.7,0.56,,,17.0,326.0,15.0,61423.0,,6.72,17.88,19.42,30.34
JSWSTEEL,2021.0,9.86,25.27,11.66,1.33,5.22,0.54,,,33.0,326.0,25.0,62392.0,,13.96,,,44.76
JSWSTEEL,2022.0,14.3,26.72,11.66,1.07,8.2,0.74,,,85.0,326.0,25.0,72237.0,,21.36,43.28,41.47,57.76
JSWSTEEL,2023.0,2.49,11.13,11.66,1.23,2.9,0.79,,,17.0,326.0,25.0,80853.0,,18.2,-7.5,-8.15,43.94
JSWSTEEL,2024.0,5.13,16.09,11.66,1.13,3.66,0.77,,,36.0,326.0,25.0,87984.0,,15.6,3.59,2.38,44.35
KOTAKBANK,2013.0,20.65,60.92,15.1,5.6,1.29,0.09,,,15.0,654.0,2.0,85561.0,,,,,36.32
KOTAKBANK,2014.0,21.08,58.84,15.1,4.5,1.33,0.1,,,16.0,654.0,2.0,85937.0,,,,,36.94
KOTAKBANK,2015.0,23.31,72.96,15.1,4.71,1.19,0.09,,,20.0,654.0,2.0,104258.0,,,,,37.52
KOTAKBANK,2016.0,17.27,56.57,15.1,5.39,1.51,0.08,,,19.0,654.0,3.0,179679.0,,,,,34.05
KOTAKBANK,2017.0,22.48,66.44,15.1,5.33,1.27,0.08,,,27.0,654.0,2.0,205230.0,,,,,36.6
KOTAKBANK,2018.0,24.9,66.87,15.1,4.95,1.23,0.07,,,33.0,654.0,2.0,249840.0,,18.32,22.83,17.08,57.89
KOTAKBANK,2019.0,24.15,66.23,15.1,5.05,1.22,0.08,,,38.0,654.0,2.0,291763.0,,20.0,23.31,18.89,59.45
KOTAKBANK,2020.0,25.67,67.45,15.1,4.9,1.34,0.08,,,45.0,654.0,0.0,326477.0,,20.24,22.58,17.61,59.97
KOTAKBANK,2021.0,30.44,90.83,15.1,3.88,1.26,0.07,,,50.0,654.0,2.0,327110.0,,9.97,23.17,21.35,49.69
KOTAKBANK,2022.0,35.83,90.98,15.1,3.78,1.23,0.06,,,61.0,654.0,2.0,365747.0,,8.61,19.22,17.7,47.54
KOTAKBANK,2023.0,35.41,79.44,15.1,3.75,1.29,0.07,,,75.0,654.0,2.0,418807.0,,10.9,18.99,17.84,51.61
KOTAKBANK,2024.0,32.39,83.67,15.1,4.0,1.24,0.07,,,92.0,654.0,2.0,520374.0,,13.52,20.38,19.34,54.93
LICI,2019.0,0.46,1.04,63.61,332.59,,0.17,,,,154.0,2.0,269401.0,,,,,35.91
LICI,2020.0,0.43,-1.11,63.61,252.91,,0.18,,,,154.0,2.0,253414.0,,,,,35.98
LICI,2021.0,0.43,-0.04,63.61,0.0,,0.18,,,7.0,154.0,0.0,4.0,,,,,35.98
LICI,2022.0,0.57,0.46,63.61,0.0,,0.17,,,57.0,154.0,23.0,1.0,,,,,35.93
LICI,2023.0,4.59,4.36,63.61,0.0,545.55,0.17,,,65.0,154.0,5.0,0.0,,,,,39.73
LICI,2024.0,4.84,3.87,63.61,0.0,371.94,0.16,,,66.0,154.0,15.0,0.0,,8.16,73.18,,48.7
LODHA,2011.0,12.15,23.47,10.7,7.52,2.31,0.23,,,6.0,183.0,0.0,5596.0,,,,,25.43
LODHA,2012.0,12.9,24.51,10.7,3.78,3.34,0.32,,,9.0,183.0,0.0,4259.0,,,,,27.88
LODHA,2015.0,12.8,23.52,10.7,3.6,3.84,0.22,,,18.0,183.0,0.0,11852.0,,,,,26.08
LODHA,2016.0,8.52,25.77,10.7,3.48,2.67,0.27,,,16.0,183.0,0.0,13835.0,,30.58,21.64,21.67,46.27
LODHA,2017.0,7.37,20.36,10.7,4.01,2.99,0.23,,,13.0,183.0,0.0,16183.0,,21.82,8.92,7.63,43.19
LODHA,2018.0,8.21,17.38,10.7,4.39,5.04,0.24,,,10.0,183.0,0.0,22616.0,,,,,21.47
LODHA,2019.0,13.81,26.7,10.7,6.68,5.72,0.24,,,21.0,183.0,0.0,25641.0,,,,,27.49
LODHA,2020.0,5.96,15.41,10.7,4.05,2.75,0.31,,,9.0,183.0,0.0,18423.0,,14.82,-1.44,-12.94,38.07
LODHA,2021.0,0.88,25.38,10.7,3.96,1.09,0.14,,,1.0,183.0,0.0,18193.0,,-7.96,-41.54,-42.57,12.61
LODHA,2022.0,13.08,23.68,10.7,0.95,3.6,0.24,,,12.0,183.0,20.0,11537.0,,3.1,15.65,-1.59,30.47
LODHA,2023.0,5.17,21.8,10.7,0.72,2.13,0.24,,,5.0,183.0,14.0,9060.0,,-0.43,-9.2,-12.94,19.9
LODHA,2024.0,15.06,25.83,10.7,0.44,5.63,0.22,,,16.0,183.0,,7698.0,,-2.83,-1.12,-5.29,29.65
LT,2013.0,7.11,15.31,10.49,0.17,3.0,31.97,,,38.0,635.0,22.0,234.0,,,,,33.34
LT,2014.0,5.74,16.56,10.49,0.07,2.37,31.9,,,35.0,635.0,27.0,110.0,,,,,32.05
LT,2015.0,5.4,17.06,10.49,0.11,2.35,30.87,,,34.0,635.0,32.0,218.0,,,,,31.77
LT,2016.0,4.54,15.31,10.49,0.03,2.42,32.24,,,31.0,635.0,40.0,55.0,,,,,30.79
LT,2017.0,5.93,15.2,10.49,0.0,2.65,24.75,,,43.0,635.0,22.0,0.0,,,,,32.13
LT,2018.0,6.69,16.8,10.49,0.0,2.8,22.43,,,53.0,635.0,30.0,0.0,,9.97,8.63,6.88,44.09
LT,2019.0,7.56,16.91,10.49,0.0,2.74,20.29,,,63.0,635.0,28.0,0.0,,9.72,15.9,12.47,44.77
LT,2020.0,7.49,16.88,10.49,0.17,2.5,16.5,,,68.0,635.0,26.0,912.0,,9.61,17.01,14.87,44.44
LT,2021.0,9.5,17.25,10.49,0.11,2.69,12.7,,,82.0,635.0,44.0,798.0,,6.1,22.99,21.48,42.59
LT,2022.0,6.66,15.53,10.49,0.02,2.89,7.61,,,62.0,635.0,36.0,258.0,,7.44,9.94,7.59,40.44
LT,2023.0,6.83,14.82,10.49,0.09,3.18,7.81,,,75.0,635.0,32.0,1541.0,,8.9,9.38,7.19,42.69
LT,2024.0,7.03,13.51,10.49,0.1,3.54,8.03,,,95.0,635.0,36.0,2071.0,,10.34,8.76,8.56,45.25
LTIM,2013.0,14.59,22.59,26.04,0.17,42.48,1.65,,,174.0,711.0,54.0,234.0,,,,,57.86
LTIM,2014.0,20.24,23.31,26.04,0.07,44.0,1.85,,,309.0,711.0,55.0,110.0,,,,,62.47
LTIM,2015.0,15.45,20.19,26.04,0.11,110.4,1.67,,,238.0,711.0,63.0,218.0,,,,,58.9
LTIM,2016.0,14.3,17.58,26.04,0.03,202.5,1.86,,,49.0,711.0,72.0,55.0,,,,,58.02
LTIM,2017.0,14.94,18.92,26.04,0.0,472.33,1.47,,,57.0,711.0,29.0,0.0,,,,,57.84
LTIM,2018.0,15.22,16.25,26.04,0.0,100.81,1.37,,,65.0,711.0,33.0,0.0,,13.66,14.62,-17.88,74.3
LTIM,2019.0,16.05,19.93,26.04,0.0,198.64,1.42,,,87.0,711.0,32.0,0.0,,13.93,8.76,-22.39,75.66
LTIM,2020.0,13.97,18.65,26.04,0.17,28.41,1.23,,,87.0,711.0,32.0,912.0,,16.92,14.6,-18.23,75.27
LTIM,2021.0,15.67,22.03,26.04,0.11,37.96,1.16,,,111.0,711.0,36.0,798.0,,16.17,18.31,17.77,76.28
LTIM,2022.0,15.13,20.1,26.04,0.02,48.9,1.27,,,225.0,711.0,41.0,258.0,,32.06,32.4,31.6,81.29
LTIM,2023.0,13.29,18.41,26.04,0.09,44.43,1.41,,,149.0,711.0,40.0,1541.0,,35.35,31.72,18.05,80.42
LTIM,2024.0,12.91,17.98,26.04,0.1,31.93,1.29,,,155.0,711.0,42.0,2071.0,,30.33,24.78,12.24,78.63
M&M,2013.0,6.01,13.27,17.99,1.44,4.33,0.9,,,33.0,567.0,19.0,28711.0,,,,,37.78
M&M,2014.0,6.96,13.74,17.99,1.51,3.7,0.84,,,38.0,567.0,18.0,35167.0,,,,,37.95
M&M,2015.0,4.73,12.31,17.99,1.47,3.04,0.76,,,25.0,567.0,23.0,37911.0,,,,,34.72
M&M,2016.0,4.69,13.29,17.99,1.57,3.41,0.76,,,25.0,567.0,21.0,41553.0,,,,,34.63
M&M,2017.0,4.84,12.81,17.99,1.64,3.51,0.74,,,30.0,567.0,22.0,48762.0,,,,,34.63
M&M,2018.0,8.64,14.36,17.99,1.52,4.41,0.68,,,60.0,567.0,11.0,55898.0,,6.04,14.02,12.7,44.41
M&M,2019.0,5.75,14.52,17.99,1.77,3.56,0.65,,,43.0,567.0,17.0,70848.0,,7.19,3.14,2.5,41.82
M&M,2020.0,-0.43,13.48,17.99,2.05,1.83,0.45,,,1.0,567.0,205.0,82092.0,,1.08,,-47.47,29.55
M&M,2021.0,2.04,15.46,17.99,1.94,2.07,0.45,,,15.0,567.0,54.0,80625.0,,-0.42,-15.71,-9.71,30.21
M&M,2022.0,8.04,16.28,17.99,1.65,3.56,0.52,,,53.0,567.0,20.0,77605.0,,1.48,12.35,12.05,37.99
M&M,2023.0,9.38,16.73,17.99,1.64,4.16,0.59,,,83.0,567.0,18.0,92247.0,,5.66,7.4,6.71,43.59
M&M,2024.0,8.82,17.9,17.99,1.64,3.76,0.59,,,91.0,567.0,21.0,108647.0,,5.84,15.32,16.18,43.37
MARUTI,2013.0,5.58,9.84,15.75,0.08,26.05,1.61,,,82.0,2835.0,10.0,1569.0,,,,,37.68
MARUTI,2014.0,6.41,11.92,15.75,0.09,32.79,1.42,,,94.0,2835.0,13.0,2004.0,,,,,37.62
MARUTI,2015.0,7.5,13.57,15.75,0.03,35.36,1.47,,,126.0,2835.0,20.0,666.0,,,,,39.15
MARUTI,2016.0,9.55,15.67,15.75,0.01,127.9,1.35,,,182.0,2835.0,19.0,231.0,,,,,40.96
MARUTI,2017.0,11.03,15.31,15.75,0.01,144.04,1.31,,,249.0,2835.0,30.0,484.0,,,,,42.18
MARUTI,2018.0,9.87,15.18,15.75,0.0,41.25,1.32,,,261.0,2835.0,31.0,121.0,,12.49,26.12,26.06,56.39
MARUTI,2019.0,8.89,12.85,15.75,0.0,180.53,1.35,,,253.0,2835.0,32.0,160.0,,14.08,21.8,21.9,57.62
MARUTI,2020.0,7.5,9.72,15.75,0.0,80.34,1.19,,,188.0,2835.0,32.0,184.0,,8.29,8.31,8.33,46.7
MARUTI,2021.0,6.24,7.69,15.75,0.01,82.91,0.99,,,145.0,2835.0,31.0,541.0,,4.09,-4.4,-4.44,39.6
MARUTI,2022.0,4.39,6.51,15.75,0.01,59.94,1.18,,,128.0,2835.0,47.0,426.0,,5.34,-12.38,-12.46,40.27
MARUTI,2023.0,6.98,11.08,15.75,0.02,61.65,1.18,,,274.0,2835.0,34.0,1248.0,,8.21,0.95,0.98,45.83
MARUTI,2024.0,9.51,13.13,15.75,0.0,117.91,1.23,,,429.0,2835.0,29.0,119.0,,10.51,12.01,11.14,52.53
MOTHERSON,2013.0,1.79,5.85,11.8,2.14,7.19,1.99,,,1.0,46.0,26.0,4904.0,,,,,28.78
MOTHERSON,2014.0,3.61,7.88,11.8,1.64,9.21,2.0,,,2.0,46.0,29.0,4840.0,,,,,30.79
MOTHERSON,2015.0,3.73,8.21,11.8,1.54,9.61,1.99,,,2.0,46.0,31.0,5131.0,,,,,30.77
MOTHERSON,2016.0,4.77,9.53,11.8,1.38,10.8,1.89,,,3.0,46.0,26.0,6069.0,,,,,31.78
MOTHERSON,2017.0,5.13,9.84,11.8,1.25,12.05,1.33,,,3.0,46.0,18.0,10349.0,,,,,30.29
MOTHERSON,2018.0,4.01,9.11,11.8,1.05,12.78,1.52,,,3.0,46.0,30.0,10374.0,,17.35,37.97,24.57,50.27
MOTHERSON,2019.0,3.3,8.42,11.8,1.05,13.43,1.49,,,3.0,46.0,29.0,11534.0,,15.87,13.85,8.45,48.14
MOTHERSON,2020.0,2.13,7.66,11.8,1.17,8.93,1.35,,,2.0,46.0,40.0,13136.0,,11.87,0.03,0.0,41.7
MOTHERSON,2021.0,2.73,7.62,11.8,0.95,9.64,1.2,,,2.0,46.0,46.0,11930.0,,9.04,-2.43,-7.79,37.23
MOTHERSON,2022.0,1.85,7.39,11.8,0.69,9.74,1.14,,,1.0,46.0,34.0,14130.0,,8.52,-11.46,-19.73,34.99
MOTHERSON,2023.0,2.12,7.93,11.8,0.61,8.09,1.28,,,2.0,46.0,29.0,13792.0,,6.95,-5.87,-7.79,34.31
MOTHERSON,2024.0,3.06,9.45,11.8,0.76,5.22,1.17,,,4.0,46.0,20.0,19922.0,,9.21,7.56,5.92,37.5
NAUKRI,2013.0,16.1,25.64,2.44,0.0,48.33,0.57,,,8.0,3225.0,12.0,1.0,,,,,28.26
NAUKRI,2014.0,10.58,17.11,2.44,0.0,48.33,0.53,,,8.0,3225.0,30.0,1.0,,,,,21.93
NAUKRI,2015.0,-1.91,2.87,2.44,0.0,27.5,0.33,,,2.0,3225.0,150.0,1.0,,,,,9.52
NAUKRI,2016.0,15.78,12.17,2.44,0.0,67.33,0.39,,,11.0,3225.0,27.0,1.0,,,,,26.6
NAUKRI,2017.0,-4.84,-1.01,2.44,0.0,10.25,0.43,,,-2.0,3225.0,-230.0,1.0,,,,,10.14
NAUKRI,2018.0,50.71,22.17,2.44,0.0,124.0,0.38,,,42.0,3225.0,13.0,1.0,,15.92,45.82,39.33,52.75
NAUKRI,2019.0,51.43,0.78,2.44,0.0,106.57,0.36,,,49.0,3225.0,12.0,1.0,,15.21,58.06,43.69,52.04
NAUKRI,2020.0,-18.75,-26.68,2.44,0.04,-4.57,0.45,,,-19.0,3225.0,-31.0,77.0,,12.38,,,24.8
NAUKRI,2021.0,125.71,6.56,2.44,0.01,150.73,0.18,,,110.0,3225.0,7.0,65.0,,8.56,64.42,58.49,39.95
NAUKRI,2022.0,810.7,28.07,2.44,0.0,1296.0,0.08,,,991.0,3225.0,1.0,64.0,,12.34,,,42.94
NAUKRI,2023.0,-2.98,14.83,2.44,0.01,12.89,0.14,,,-8.0,3225.0,-228.0,108.0,,18.88,,,27.39
NAUKRI,2024.0,23.46,28.04,2.44,0.01,28.97,0.07,,,44.0,3225.0,49.0,246.0,,17.12,0.1,-2.13,44.2
NESTLEIND,2013.0,12.27,21.4,135.61,0.5,55.27,1.44,,,12.0,41.0,42.0,1189.0,,,,,60.32
NESTLEIND,2014.0,12.02,20.69,135.61,0.01,151.86,1.69,,,12.0,41.0,51.0,20.0,,,,,60.7
NESTLEIND,2015.0,6.89,19.02,135.61,0.01,388.0,1.34,,,6.0,41.0,83.0,18.0,,,,,53.7
NESTLEIND,2016.0,10.95,20.24,135.61,0.01,21.87,1.34,,,10.0,41.0,61.0,33.0,,,,,58.32
NESTLEIND,2017.0,12.24,20.95,135.61,0.01,24.72,1.36,,,13.0,41.0,68.0,35.0,,,,,59.92
NESTLEIND,2018.0,14.23,23.18,135.61,0.01,25.69,1.4,,,17.0,41.0,69.0,35.0,,4.41,7.55,7.21,67.25
NESTLEIND,2019.0,15.91,23.66,135.61,0.1,24.6,1.72,,,20.0,41.0,168.0,189.0,,4.65,10.68,10.76,70.46
NESTLEIND,2020.0,15.6,23.99,135.61,0.07,20.41,1.69,,,22.0,41.0,93.0,147.0,,10.31,29.9,29.67,76.79
NESTLEIND,2021.0,14.37,24.16,135.61,0.14,17.08,1.79,,,22.0,41.0,91.0,266.0,,10.03,16.17,17.08,75.14
NESTLEIND,2022.0,14.15,21.93,135.61,0.11,24.6,1.88,,,25.0,41.0,89.0,271.0,,11.04,14.31,13.97,76.79
NESTLEIND,2023.0,15.68,23.38,135.61,0.11,38.55,2.13,,,31.0,41.0,56.0,271.0,,11.11,13.29,12.77,79.16
NESTLEIND,2024.0,16.12,23.83,135.61,0.1,41.19,2.32,,,41.0,41.0,79.0,345.0,,14.55,14.85,15.44,84.21
NHPC,2013.0,45.02,65.07,9.61,0.68,9.41,0.1,,,2.0,40.0,28.0,20340.0,,,,,32.89
NHPC,2014.0,22.1,58.76,9.61,0.74,4.35,0.12,,,1.0,40.0,27.0,20819.0,,,,,30.2
NHPC,2015.0,34.03,62.45,9.61,0.67,5.19,0.13,,,2.0,40.0,27.0,20584.0,,,,,33.39
NHPC,2016.0,28.31,57.25,9.61,0.63,5.14,0.13,,,2.0,40.0,81.0,19938.0,,,,,32.61
NHPC,2017.0,40.36,56.64,9.61,0.66,6.29,0.14,,,3.0,40.0,61.0,19227.0,,,,,33.97
NHPC,2018.0,35.91,54.78,9.61,0.62,5.88,0.12,,,2.0,40.0,57.0,18602.0,,3.98,-0.62,0.0,37.55
NHPC,2019.0,31.57,55.45,9.61,0.62,7.49,0.13,,,3.0,40.0,56.0,19066.0,,3.98,11.67,24.57,37.54
NHPC,2020.0,33.42,54.42,9.61,0.74,6.56,0.14,,,3.0,40.0,52.0,23226.0,,4.01,3.64,8.45,38.01
NHPC,2021.0,37.31,54.7,9.61,0.71,11.03,0.13,,,3.0,40.0,49.0,23365.0,,2.92,8.77,8.45,37.18
NHPC,2022.0,41.27,43.89,9.61,0.75,8.52,0.12,,,4.0,40.0,52.0,26096.0,,1.18,1.64,5.92,35.86
NHPC,2023.0,40.17,58.3,9.61,0.8,14.58,0.12,,,4.0,40.0,48.0,29540.0,,6.46,8.88,14.87,40.36
NHPC,2024.0,41.82,49.91,9.61,0.84,11.24,0.1,,,4.0,40.0,53.0,32561.0,,1.4,7.27,5.92,35.45
NTPC,2013.0,17.6,25.38,12.52,0.87,9.2,0.4,,,13.0,174.0,38.0,70419.0,,,,,36.84
NTPC,2014.0,14.56,25.18,12.52,0.93,6.9,0.39,,,12.0,174.0,42.0,81455.0,,,,,33.75
NTPC,2015.0,12.5,21.7,12.52,1.25,5.37,0.36,,,10.0,174.0,21.0,102252.0,,,,,31.31
NTPC,2016.0,14.69,25.3,12.52,1.09,5.87,0.33,,,11.0,174.0,26.0,99424.0,,,,,33.23
NTPC,2017.0,13.06,26.33,12.52,1.16,6.18,0.33,,,11.0,174.0,37.0,113773.0,,,,,31.42
NTPC,2018.0,11.92,25.53,12.52,1.26,6.31,0.31,,,11.0,174.0,40.0,130049.0,,4.25,-3.56,-3.29,34.48
NTPC,2019.0,13.99,22.65,12.52,1.55,4.55,0.29,,,14.0,174.0,44.0,173058.0,,5.07,4.24,3.13,37.19
NTPC,2020.0,10.87,28.86,12.52,1.71,4.86,0.29,,,12.0,174.0,27.0,202984.0,,6.48,3.56,3.71,35.19
NTPC,2021.0,13.42,30.52,12.52,1.67,4.24,0.28,,,15.0,174.0,41.0,210208.0,,8.73,6.78,6.4,40.48
NTPC,2022.0,12.78,30.42,12.52,1.56,4.82,0.32,,,17.0,174.0,41.0,210707.0,,10.09,9.62,9.1,42.62
NTPC,2023.0,9.72,27.01,12.52,1.52,4.38,0.39,,,17.0,174.0,42.0,222913.0,,14.88,10.27,9.1,46.63
NTPC,2024.0,11.95,28.83,12.52,1.48,4.6,0.37,,,21.0,174.0,36.0,237131.0,,12.22,8.74,8.45,45.53
ONGC,2013.0,14.81,26.86,14.32,0.14,101.22,0.64,,,19.0,275.0,34.0,20686.0,,,,,37.97
ONGC,2014.0,15.31,28.22,14.32,0.29,90.22,0.54,,,21.0,275.0,31.0,49113.0,,,,,37.75
